SITE,LATITUDE,LONGITUDE,MPAGroup,site_designation,site_status,MLPA_REGN,YEAR_MPA,year,upctrans,upc_COVERAGLSTR,upc_COVERANEM,upc_COVERBARNAC,upc_COVERBARROC,upc_COVERBARSAN,upc_COVERBRANCH,upc_COVERBROWN,upc_COVERBRYO,upc_COVERBUSHY,upc_COVERCLAM,upc_COVERCOMTUN,upc_COVERCORCAL,upc_COVERCRUCOR,upc_COVERCUCSPP,upc_COVERCUPCOR,upc_COVERDEADHOLD,upc_COVERDESSPP,upc_COVERDIACAL,upc_COVERDICTYOTALES,upc_COVERDIOCHA,upc_COVEREGRMEN,upc_COVERENCRED,upc_COVERERECOR,upc_COVERGORGAD,upc_COVERGREEN,upc_COVERHYDROID,upc_COVERLACY,upc_COVERLAMHOLD,upc_COVERLEAFY,upc_COVERMACPYRHF,upc_COVERMUD,upc_COVEROCTOCORAL,upc_COVERPHRCAL,upc_COVERSALTRI,upc_COVERSCUM,upc_COVERSHELL,upc_COVERSOLTUN,upc_COVERSPONGE,upc_COVERSTEOSM,upc_COVERTHYSQU,upc_COVERTUBEMAT,upc_COVERTUBEWORM,upc_COVERTURF,upc_RELIEFFLATREL,upc_RELIEFHIREL,upc_RELIEFMODREL,upc_RELIEFSLTREL,upc_SUBSTRATEBEDRK,upc_SUBSTRATEBOULD,upc_SUBSTRATECOB,upc_SUBSTRATESAND,upc_SUPERLAYERUNDBRIT,upc_SUPERLAYERUNDDET,upc_SUPERLAYERUNDLAMFAR,upc_SUPERLAYERUNDPAC,upc_COVERSCSB99RED,upc_COVERSARHOR
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2006,6,0,0,0,0,0,26,0,7,1,0,4,3,16,0,6,1,0,3,0,1,0,3,6,0,0,0,2,2,0,3,0,0,0,0,0,0,0,4,0,1,0,10,0,0,22,5,73,98,1,1,1,0,0,0,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2007,6,0,0,0,0,0,33,0,13,3,0,4,1,11,0,4,1,0,0,0,8,0,1,0,1,0,0,2,1,2,3,0,0,0,0,3,0,0,2,0,1,2,4,2,1,28,28,43,94,1,0,6,0,0,0,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2008,6,0,0,0,1,0,26,1,10,1,0,3,3,11,1,4,1,0,3,0,2,0,1,4,0,0,0,6,2,0,8,0,1,0,0,1,0,0,4,1,0,0,1,8,0,34,36,30,96,0,3,2,0,0,0,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2009,6,0,1,0,0,0,21,2,13,3,0,3,2,12,1,2,1,0,1,1,2,2,2,6,0,0,0,4,2,2,2,0,0,0,1,1,2,0,4,1,0,0,3,5,0,18,35,47,96,3,1,1,0,1,0,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2010,6,0,1,0,2,0,27,0,12,2,1,3,2,15,1,3,1,0,0,0,3,0,1,4,0,0,0,5,0,4,3,0,0,0,1,0,1,1,4,0,1,2,2,1,0,22,26,53,93,3,2,2,0,0,2,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2011,6,0,0,2,3,1,23,0,8,1,0,2,4,27,0,3,1,0,0,0,1,0,8,3,0,1,2,2,0,1,0,0,0,0,0,0,1,0,1,0,1,0,3,0,1,19,16,64,89,9,1,1,1,0,0,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2012,6,1,0,4,12,1,10,1,1,0,0,0,11,16,0,6,0,0,0,2,4,0,9,7,0,0,0,4,2,2,1,0,0,0,0,0,0,0,2,1,1,0,1,2,0,14,16,70,96,2,1,2,3,0,1,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2014,6,0,0,1,13,2,11,2,6,2,0,0,6,28,0,1,0,0,0,0,0,0,6,2,0,1,0,6,0,4,1,0,0,0,0,1,1,1,0,1,2,0,2,0,10,17,18,54,91,4,2,2,9,0,1,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2015,6,0,0,0,2,2,12,2,4,0,0,0,8,18,0,1,0,0,0,0,1,0,7,14,0,3,0,10,2,2,1,0,0,0,0,3,1,0,2,2,0,0,1,1,0,24,29,46,97,2,1,0,1,0,3,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2017,6,0,0,0,0,0,22,2,4,1,0,1,2,25,0,2,1,0,0,1,0,0,1,18,0,1,1,9,2,0,4,0,0,0,0,0,1,0,1,0,2,0,0,0,0,4,22,74,99,1,0,0,0,0,0,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2018,6,0,0,0,1,0,23,0,19,0,0,1,2,22,0,4,1,0,0,1,2,0,3,9,1,1,1,3,1,1,1,0,0,0,0,0,2,0,2,0,2,0,0,1,1,9,22,68,89,7,3,1,0,0,0,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2019,6,0,0,0,1,1,15,1,4,0,0,0,3,29,0,2,1,0,1,0,0,0,9,18,0,0,1,6,2,2,2,0,0,0,0,0,0,0,2,0,2,0,0,1,0,36,35,29,97,1,2,1,0,0,0,0,0,0
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2020,6,0,0,0,4,1,9,0,8,3,0,0,2,23,0,1,0,0,3,2,2,0,4,8,0,0,0,5,0,1,5,0,0,0,0,0,0,0,2,1,2,0,1,14,1,31,17,52,95,3,2,0,0,0,4,0,0,1
SCI_GULL_ISLE_W,33.9482,-119.828,Gull Island SMR,SMR,MPA,SCSR,2003,2021,6,0,0,1,1,3,1,0,13,0,0,3,0,31,0,1,1,0,2,2,3,0,12,4,0,0,1,3,2,6,2,0,0,1,0,0,3,0,2,1,2,0,0,4,0,22,32,46,86,7,3,3,0,1,8,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2000,4,0,0,13,2,0,0,0,2,0,0,0,15,12,0,28,0,0,0,0,1,0,0,2,0,0,4,0,0,0,0,2,0,0,0,3,1,0,0,0,0,0,0,0,0,28,26,46,100,0,0,0,0,0,0,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2001,4,0,0,5,13,0,0,2,10,2,0,1,8,26,1,13,0,0,0,0,0,0,0,1,0,0,5,0,0,0,0,2,0,1,0,0,3,1,0,0,0,1,1,0,25,46,26,3,74,24,0,2,0,0,0,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2002,4,0,0,0,5,3,2,3,9,3,0,0,9,30,0,8,0,0,4,0,3,0,2,1,0,0,1,2,0,0,0,0,0,0,0,10,2,0,0,0,0,1,1,2,14,27,17,42,91,5,0,4,0,0,0,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2003,4,0,0,0,5,0,10,6,11,3,0,3,5,17,0,5,0,0,3,0,1,0,0,2,0,2,0,0,0,2,1,3,0,0,0,4,5,1,2,0,0,0,0,10,2,25,0,73,75,20,1,4,0,0,0,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2004,4,0,0,0,10,8,3,0,17,2,0,1,4,8,2,8,0,0,0,0,2,0,0,6,0,1,0,0,0,2,2,17,0,2,0,0,1,0,0,0,0,0,2,0,9,0,8,83,78,11,4,7,0,0,0,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2005,4,0,0,0,9,5,5,0,29,1,0,0,2,16,2,7,1,0,2,0,4,0,0,2,0,0,2,0,1,0,0,4,0,0,0,0,2,0,2,0,0,0,0,0,0,31,12,56,66,25,0,9,0,5,0,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2006,4,0,0,0,2,3,5,0,36,0,0,3,8,7,3,10,0,0,3,0,2,0,2,1,0,0,4,0,0,1,1,0,0,0,0,0,0,0,3,0,3,0,3,0,0,38,28,34,95,0,0,5,0,0,0,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2007,4,0,1,0,0,7,7,0,34,0,0,5,3,7,2,5,0,0,0,0,6,0,0,4,0,0,2,0,1,0,4,0,0,0,1,8,0,0,0,2,3,0,0,0,13,2,6,79,83,3,1,13,0,0,3,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2008,4,0,1,0,0,3,11,0,42,0,0,3,3,3,1,1,0,0,1,1,6,0,0,0,1,0,0,1,4,2,2,1,0,0,0,3,0,2,0,5,1,0,4,2,1,24,22,53,87,1,0,13,0,0,19,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2009,4,0,0,0,2,3,13,1,40,0,0,0,2,4,1,4,0,0,0,2,3,0,0,1,0,0,0,0,4,3,5,0,0,0,1,3,0,0,0,5,1,0,1,3,0,33,12,55,93,4,0,3,0,7,6,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2010,4,0,1,3,3,6,16,0,18,3,0,1,4,9,0,3,3,0,0,0,7,0,0,3,0,1,1,1,5,3,2,0,0,0,0,2,4,0,1,0,1,0,2,0,5,15,17,63,78,11,2,9,0,0,8,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2011,4,0,1,7,5,3,9,3,15,0,0,2,7,11,1,5,2,4,0,0,1,0,3,2,1,2,2,6,0,3,3,0,0,0,0,0,1,0,0,0,3,0,0,2,1,20,15,64,94,1,5,0,0,1,11,2,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2012,4,1,0,2,2,4,17,0,13,0,0,0,6,3,1,6,0,1,5,7,5,0,0,1,0,0,3,6,1,2,3,0,0,0,0,0,1,0,8,0,3,0,0,3,6,15,18,62,93,0,0,7,0,3,11,0,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2014,4,0,0,2,9,9,28,0,4,0,0,0,7,7,2,7,0,0,2,0,0,0,0,3,1,0,0,3,0,3,3,0,0,0,0,0,4,0,0,0,3,0,3,1,4,22,27,47,93,2,0,6,0,0,3,5,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2015,4,0,0,12,3,3,7,0,2,0,0,0,9,14,5,10,0,0,1,0,0,0,5,2,0,3,0,0,0,2,0,0,0,0,0,8,1,0,0,1,12,0,2,0,3,20,25,53,90,9,0,1,0,0,0,3,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2016,4,0,0,6,4,7,3,9,2,0,0,1,5,18,3,5,0,0,0,0,1,0,3,8,0,0,0,0,0,2,0,0,0,0,0,0,4,0,1,0,15,2,2,1,8,28,12,52,94,3,0,3,0,0,0,3,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2017,4,0,1,6,7,3,0,0,12,0,0,5,8,23,2,13,0,0,0,0,1,0,0,3,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,16,0,2,0,6,5,21,68,98,2,0,1,0,0,0,11,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2018,4,0,0,3,8,3,1,0,1,1,1,0,7,20,6,12,0,0,0,0,0,0,12,3,0,1,3,2,0,0,0,0,1,0,0,0,1,0,0,0,15,0,1,0,0,17,27,57,88,8,3,1,0,0,0,7,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2019,4,0,0,1,4,1,2,0,8,0,0,0,11,29,4,8,0,0,0,1,1,0,12,2,0,0,1,0,1,0,0,0,3,0,0,1,3,0,0,0,8,0,0,1,2,29,26,43,96,3,2,0,0,0,0,14,0,0
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2020,4,0,0,8,2,4,0,0,18,0,0,0,1,39,0,5,0,0,0,0,1,0,5,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,3,3,1,40,16,43,87,12,2,0,0,0,0,18,0,1
SCI_HAZARDS_CEN,34.0566,-119.8212,Painted Cave SMCA,reference,reference,SCSR,0,2021,4,0,1,0,10,0,0,2,9,1,0,3,2,36,2,2,0,2,1,4,1,0,5,3,0,1,2,1,1,0,0,0,6,0,0,0,4,0,0,0,2,0,2,1,0,13,27,60,98,2,0,0,0,1,0,11,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2000,4,0,1,30,12,11,0,0,3,0,0,0,0,10,0,9,0,0,0,1,5,0,0,1,0,3,1,0,0,0,1,2,0,0,0,0,3,0,0,0,0,0,1,0,0,2,21,78,52,28,13,7,0,0,0,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2001,2,0,1,3,23,7,1,1,3,2,0,2,1,27,1,16,0,0,0,0,5,0,0,0,0,0,2,3,0,0,0,0,0,0,0,1,3,0,0,0,0,2,0,0,4,3,24,68,42,36,2,19,0,0,0,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2002,4,0,0,0,5,9,1,2,7,2,0,0,1,28,0,4,0,0,2,8,1,0,1,0,0,0,2,1,0,0,0,0,0,0,0,16,6,0,0,0,0,0,1,2,20,0,13,67,45,32,2,21,0,0,0,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2003,4,0,0,1,1,12,6,7,19,1,0,0,1,16,0,6,0,0,2,0,2,0,0,1,0,0,0,0,1,0,5,6,0,0,0,3,2,1,2,0,0,1,0,3,10,7,6,78,31,52,4,14,0,0,5,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2004,4,0,0,0,8,12,2,0,28,0,0,1,0,11,0,2,0,0,1,0,4,0,2,3,0,2,0,0,1,1,2,14,0,0,0,0,1,0,0,0,0,0,2,0,11,2,4,83,30,40,12,18,0,0,3,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2005,4,0,0,1,19,2,4,2,14,1,0,2,0,9,4,8,0,1,0,0,5,0,9,3,0,3,0,0,0,0,2,3,0,0,0,0,1,1,2,0,0,0,2,1,0,11,5,84,40,46,8,7,0,3,4,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2006,4,0,0,0,14,1,7,0,19,0,0,2,1,19,1,5,0,0,1,0,12,0,3,2,1,0,1,0,0,0,3,0,0,1,0,0,0,0,4,0,0,0,0,0,0,25,28,47,64,13,11,12,0,0,20,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2007,4,0,1,0,0,6,7,0,21,0,0,2,0,13,0,12,0,0,0,0,24,0,2,1,1,0,3,0,0,2,2,0,0,2,0,3,0,0,0,0,0,0,1,0,18,0,1,81,40,16,17,27,0,0,9,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2008,4,0,0,0,3,2,13,0,23,0,0,1,0,10,1,4,0,0,0,0,3,0,3,2,0,10,2,0,1,2,8,0,0,0,0,0,1,3,0,3,1,0,0,6,1,23,15,61,52,29,15,4,0,0,7,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2009,4,0,2,0,3,0,7,1,24,0,0,6,0,15,0,3,0,0,1,0,13,0,3,3,0,2,0,1,3,3,5,1,0,0,0,4,0,0,0,2,0,0,1,0,0,18,15,68,68,28,2,3,0,2,8,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2010,4,4,0,3,8,5,13,0,12,2,0,1,0,9,0,4,0,0,0,0,13,0,2,1,0,12,0,0,0,2,2,0,0,0,0,1,1,0,5,0,2,0,0,0,7,2,17,75,42,38,8,12,0,0,4,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2011,4,0,1,3,7,5,10,0,8,1,0,0,1,8,0,2,0,0,0,0,5,0,11,5,0,1,0,11,1,3,2,0,0,0,0,6,4,0,0,1,2,0,1,2,3,5,18,74,33,44,9,14,0,0,17,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2012,4,0,1,7,4,7,6,2,6,0,0,2,1,19,3,1,0,2,4,8,9,0,1,1,0,7,1,3,1,3,1,0,1,0,0,0,0,0,0,2,0,0,2,0,5,3,7,85,42,34,8,17,0,3,10,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2014,4,0,0,3,8,7,16,0,4,1,0,0,0,24,1,3,0,0,0,0,3,0,3,3,0,0,0,5,3,3,1,0,1,0,0,0,7,0,2,0,3,0,0,0,2,18,17,64,53,31,4,12,0,0,1,1,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2015,4,0,0,7,34,6,3,0,2,0,0,0,2,15,2,13,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,0,0,0,1,7,0,2,0,2,0,1,0,0,17,21,63,57,37,4,2,0,0,2,0,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2016,4,0,0,5,11,6,1,10,12,0,0,2,3,18,0,2,0,0,0,3,1,0,10,3,0,4,0,0,0,1,0,0,0,0,0,0,4,1,0,0,3,0,2,1,6,17,23,54,54,27,17,3,0,0,0,1,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2017,4,0,1,5,21,13,0,0,8,1,0,0,0,24,0,9,0,0,0,2,1,0,6,2,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,6,0,1,0,3,9,14,74,63,26,4,7,0,0,0,3,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2018,4,0,0,0,12,5,0,0,12,1,0,0,0,32,0,8,0,0,0,1,0,0,12,0,0,0,0,0,0,0,1,0,2,0,0,2,8,0,0,0,4,2,0,0,0,18,22,59,66,28,3,3,0,0,0,10,0,1
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2019,4,0,1,0,7,9,0,0,11,0,0,0,0,28,3,6,0,0,0,3,1,0,22,0,0,0,1,0,0,0,0,0,2,0,0,1,3,0,0,1,0,0,1,1,2,11,21,67,49,36,9,6,0,0,0,2,0,0
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2020,4,0,0,3,7,11,0,0,11,0,0,1,0,47,0,2,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,1,0,0,0,1,7,22,70,30,44,15,11,0,0,0,5,0,1
SCI_HAZARDS_E,34.0544,-119.8194,Painted Cave SMCA,reference,reference,SCSR,0,2021,4,0,0,3,33,1,0,0,8,0,0,0,1,28,0,0,0,0,1,4,4,0,6,2,0,1,0,1,0,0,0,0,1,0,0,1,3,0,0,0,1,0,1,0,1,3,8,89,27,53,15,5,0,0,0,5,0,1
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2000,4,0,1,16,4,2,0,0,2,0,0,0,9,13,0,16,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,0,0,0,0,0,2,40,58,99,0,1,0,0,0,0,0,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2001,4,0,1,6,13,2,0,0,1,0,0,0,4,24,2,9,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,0,1,0,0,24,2,18,57,69,19,10,3,0,0,0,0,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2002,4,0,0,0,3,1,0,0,3,0,0,0,10,34,0,12,0,0,1,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,3,24,0,0,0,0,0,1,1,8,45,16,31,75,3,0,21,0,0,0,0,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2003,4,0,0,0,2,0,5,1,9,9,0,2,12,23,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,11,0,0,0,0,0,0,4,2,28,16,55,66,20,7,8,0,0,0,0,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2004,4,0,1,0,4,3,8,0,7,4,0,1,4,19,0,11,0,0,8,0,0,0,0,2,0,2,2,1,0,0,1,8,0,0,1,1,3,0,1,0,0,0,6,0,3,18,26,53,70,15,1,13,0,0,0,0,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2005,4,0,0,0,6,2,2,0,16,0,0,1,7,31,5,14,0,0,1,0,2,0,1,0,0,0,0,0,1,0,4,0,0,0,0,0,2,0,2,0,0,0,2,1,0,18,40,42,95,1,1,3,0,0,0,5,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2006,4,0,0,1,4,1,7,0,28,0,2,0,9,13,4,8,0,0,6,0,4,0,1,0,0,1,4,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,2,0,0,40,12,48,97,1,2,1,0,0,0,1,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2007,4,0,0,0,0,5,10,0,10,0,0,3,10,12,0,7,0,0,2,0,18,0,1,0,1,1,3,0,0,2,4,0,0,0,0,1,9,0,0,0,0,0,3,0,6,23,18,54,60,8,8,24,0,0,1,3,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2008,4,0,1,0,0,3,8,0,13,2,0,1,8,22,1,3,2,0,0,0,7,0,0,0,0,1,5,3,5,3,1,0,0,0,0,1,1,1,0,2,1,0,2,5,6,37,32,26,83,9,2,6,0,0,2,0,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2009,4,0,1,0,2,0,8,2,28,0,0,2,2,8,5,10,1,0,0,0,5,0,0,0,0,0,0,0,7,3,4,1,0,0,0,1,3,0,1,0,0,0,1,7,0,17,40,43,88,12,1,0,0,2,3,0,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2010,4,0,0,7,2,1,5,0,9,1,0,0,3,24,3,6,0,0,2,0,9,0,1,0,0,1,0,0,2,2,9,0,0,0,0,0,6,0,7,0,1,0,2,0,9,18,12,61,89,7,2,3,0,0,0,0,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2011,4,0,0,1,2,3,8,0,4,0,0,1,2,36,0,7,0,0,2,0,7,0,2,1,0,0,2,12,2,2,3,0,0,0,0,0,7,0,0,0,0,0,0,0,3,18,15,64,76,9,8,7,0,3,0,8,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2012,4,0,0,0,3,4,13,0,13,0,0,0,17,19,1,7,0,1,0,0,8,0,1,0,0,0,1,7,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,8,40,18,33,91,3,0,6,0,2,0,0,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2014,4,0,1,7,6,3,7,0,0,1,0,0,9,38,2,5,0,0,0,0,6,0,5,0,0,0,0,2,0,1,0,0,0,0,0,0,4,0,2,0,2,0,0,0,4,19,22,55,84,6,1,9,0,0,0,0,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2015,4,0,0,17,11,3,0,0,3,0,0,0,7,33,0,7,0,0,0,0,2,0,3,0,0,0,0,1,0,0,0,0,2,0,0,0,11,0,0,0,2,0,0,1,9,30,25,36,78,11,8,3,0,0,0,3,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2016,4,0,0,2,4,2,3,3,4,0,0,2,8,21,4,10,0,0,7,0,1,0,4,6,0,0,8,2,0,0,0,0,1,0,0,3,5,0,0,0,0,1,2,0,9,54,13,24,88,8,5,0,0,0,0,7,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2017,4,0,1,4,5,1,0,0,6,0,0,1,10,45,1,15,0,0,1,1,0,0,4,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,2,0,1,0,0,50,13,37,93,4,3,0,0,0,0,11,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2018,4,0,0,0,3,1,1,0,11,0,0,1,11,31,6,10,0,0,7,0,2,0,7,0,0,1,2,0,0,0,0,0,4,0,1,0,3,0,1,0,0,0,0,0,0,73,15,13,91,6,3,0,1,0,0,12,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2019,4,0,0,1,8,3,0,0,5,0,0,0,1,58,1,8,0,0,0,0,0,0,5,0,0,1,1,0,0,0,0,0,1,0,0,1,4,0,0,0,0,0,0,1,3,52,21,25,88,8,2,3,0,0,0,20,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2020,4,0,0,3,0,1,0,0,6,0,0,0,6,67,0,5,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,61,22,18,93,2,5,0,4,0,0,30,0,0
SCI_HAZARDS_W,34.0581,-119.8248,Painted Cave SMCA,reference,reference,SCSR,0,2021,4,0,0,0,15,1,0,0,8,2,0,0,3,46,1,3,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,5,0,0,0,8,0,0,0,0,0,1,1,0,41,21,38,88,4,8,0,5,0,0,21,0,0
SCI_LITTLE_SCORPION_E,34.0434,-119.5357,Scorpion SMR,reference,reference,SCSR,0,2007,6,0,1,1,2,5,2,0,10,0,0,6,7,18,1,2,0,0,2,0,0,0,3,0,0,3,0,2,0,1,0,0,0,0,0,3,12,0,1,0,0,0,11,9,14,48,17,22,71,8,5,16,0,0,0,0,0,0
